City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
658,Taybad,IR,73.31,clear sky,34.74,60.7756,لی پوش jean center
659,Talas,TR,70.47,clear sky,38.6908,35.5538,Fimaj Residence
660,Oriximina,BR,86.05,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
661,Venice,US,89.58,clear sky,27.0998,-82.4543,A Beach Retreat On Casey Key
665,Matay,EG,85.21,clear sky,28.419,30.7792,Nag Aespen
666,Tecoanapa,MX,84.49,overcast clouds,16.5167,-98.75,Hotel Manglares
668,Labuan,MY,82.76,few clouds,5.2767,115.2417,Tiara Labuan Hotel
669,Sheffield,GB,74.14,clear sky,53.383,-1.4659,Hotel Novotel Sheffield Centre
670,Jishou,CN,78.46,overcast clouds,28.3167,109.7167,7 Days Inn
672,Saint Anthony,US,85.01,scattered clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
673,Kupang,ID,77.2,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
674,Bani,DO,87.24,clear sky,18.2833,-70.3333,Hospedaje Henriquez
675,Agua Prieta,MX,88.38,broken clouds,31.3,-109.5667,Hotel Real de Agua Prieta
677,Along,IN,74.82,broken clouds,28.1667,94.7667,Hotel West
678,Pilas,ES,78.28,clear sky,37.3034,-6.301,Hotel Lince
