City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Vung Tau,VN,2022-08-09 19:20:54,10.346,107.0843,78.42,86,93,13.49
296,Port Keats,AU,2022-08-09 19:24:05,-14.25,129.55,69.58,69,1,3.0
297,San Gabriel Casa Blanca,MX,2022-08-09 19:24:05,18.15,-97.1333,86.0,43,94,8.55
298,Anchorage,US,2022-08-09 19:22:57,61.2181,-149.9003,56.66,83,100,15.01
299,Kuldiga,LV,2022-08-09 19:24:06,56.974,21.9572,60.49,74,47,4.5
300,Caucaia,BR,2022-08-09 19:21:28,-3.7361,-38.6531,88.3,66,20,17.27
301,Porto Walter,BR,2022-08-09 19:24:06,-8.2686,-72.7439,90.34,49,44,1.83
302,Olafsvik,IS,2022-08-09 19:24:07,64.8945,-23.7142,52.38,97,100,8.99
303,Erechim,BR,2022-08-09 19:22:40,-27.6342,-52.2739,53.56,98,100,7.38
304,Avera,US,2022-08-09 19:24:08,33.194,-82.5271,90.91,39,18,8.55
305,Auki,SB,2022-08-09 19:24:10,-8.7676,160.7034,75.49,89,87,3.71
306,East London,ZA,2022-08-09 19:24:10,-33.0153,27.9116,64.89,82,22,10.96
307,Meulaboh,ID,2022-08-09 19:24:10,4.1363,96.1285,76.6,88,97,3.65
308,Bandarbeyla,SO,2022-08-09 19:24:11,9.4942,50.8122,77.58,77,73,29.97
309,Ayan,RU,2022-08-09 19:19:26,56.45,138.1667,55.18,91,100,6.33
310,Caraquet,CA,2022-08-09 19:21:34,47.7941,-64.9386,68.54,70,100,13.27
311,Padang,ID,2022-08-09 19:24:12,-0.9492,100.3543,76.48,85,47,3.42
312,Goundam,ML,2022-08-09 19:24:12,16.4145,-3.6708,97.68,37,100,9.64
313,Beloslav,BG,2022-08-09 19:24:13,43.1833,27.7,80.71,29,0,10.36
314,Cidreira,BR,2022-08-09 19:24:13,-30.1811,-50.2056,56.41,91,100,20.47
315,Pisco,PE,2022-08-09 19:24:14,-13.7,-76.2167,61.02,82,100,9.22
316,Nikolskoye,RU,2022-08-09 19:24:15,59.7035,30.7861,58.91,77,21,2.1
317,Jieshi,CN,2022-08-09 19:24:15,22.8134,115.8257,81.68,83,100,19.39
318,Stokmarknes,NO,2022-08-09 19:24:16,68.5646,14.9108,55.36,87,75,10.36
319,Melilla,ES,2022-08-09 19:24:16,35.2937,-2.9383,82.6,89,75,5.75
320,Lorengau,PG,2022-08-09 19:24:17,-2.0226,147.2712,80.46,77,31,6.82
321,Riacho De Santana,BR,2022-08-09 19:24:17,-13.6092,-42.9389,90.63,13,60,10.56
322,Carauari,BR,2022-08-09 19:24:18,-4.8828,-66.8958,94.51,40,95,4.61
323,Palmer,US,2022-08-09 19:24:19,42.1584,-72.3287,94.91,56,75,13.8
324,Vasudevanallur,IN,2022-08-09 19:24:19,9.2333,77.4167,77.41,74,56,7.74
325,Kibre Mengist,ET,2022-08-09 19:24:20,5.8833,38.9833,59.25,80,100,1.81
326,Oranjestad,AW,2022-08-09 19:24:20,12.524,-70.027,84.15,79,40,20.71
327,Praia Da Vitoria,PT,2022-08-09 19:25:21,38.7333,-27.0667,74.75,83,40,5.35
328,Oistins,BB,2022-08-09 19:25:21,13.0667,-59.5333,87.89,70,40,17.27
329,Pizarro,CO,2022-08-09 19:25:24,4.9533,-77.366,81.03,83,100,8.52
330,Luebo,CD,2022-08-09 19:25:26,-5.35,21.4167,80.24,25,7,2.44
331,La Ronge,CA,2022-08-09 19:25:26,55.1001,-105.2842,64.65,52,75,17.27
332,Luganville,VU,2022-08-09 19:25:26,-15.5333,167.1667,75.54,90,23,7.49
333,Genhe,CN,2022-08-09 19:25:28,50.7833,121.5167,50.97,93,100,5.82
334,Verkh-Usugli,RU,2022-08-09 19:25:30,52.7,115.1667,46.45,78,97,4.41
335,Andijon,UZ,2022-08-09 19:25:31,40.7821,72.3442,83.48,25,100,6.69
336,Glace Bay,CA,2022-08-09 19:25:32,46.1969,-59.957,65.05,96,100,13.8
337,Lazarev,RU,2022-08-09 19:25:33,52.225,141.5131,58.87,90,86,13.29
338,Bontang,ID,2022-08-09 19:25:33,0.1333,117.5,77.97,88,94,5.12
339,Kampot,KH,2022-08-09 19:25:34,10.6167,104.1833,80.65,88,98,7.27
340,Lumeje,AO,2022-08-09 19:25:34,-11.55,20.7833,67.86,18,0,5.1
341,Zhezkazgan,KZ,2022-08-09 19:25:35,47.8043,67.7144,68.25,49,59,8.5
342,Nizhneangarsk,RU,2022-08-09 19:25:36,55.7833,109.55,48.51,78,58,7.74
343,Lukovetskiy,RU,2022-08-09 19:25:37,64.2956,41.9211,56.08,73,69,3.4
344,Saint-Pierre,RE,2022-08-09 19:25:38,-21.3393,55.4781,67.68,68,100,12.66
345,Pangnirtung,CA,2022-08-09 19:25:40,66.1451,-65.7125,48.2,76,75,12.66
346,Tautira,PF,2022-08-09 19:25:40,-17.7333,-149.15,74.97,67,100,5.86
347,Arak,IR,2022-08-09 19:25:41,34.0917,49.6892,80.91,34,4,4.72
348,Champerico,GT,2022-08-09 19:25:41,14.3,-91.9167,90.14,75,100,7.11
349,Mantua,IT,2022-08-09 19:25:42,45.1667,10.7833,85.15,58,0,1.99
350,Soe,ID,2022-08-09 19:25:43,-9.8607,124.284,66.27,87,90,3.71
351,Unguia,CO,2022-08-09 19:25:45,8.0434,-77.0945,89.62,63,47,4.85
352,Saint-Joseph,RE,2022-08-09 19:25:45,-21.3667,55.6167,66.58,70,22,17.94
353,Raudeberg,NO,2022-08-09 19:25:47,61.9875,5.1352,58.96,59,100,29.35
354,Marystown,CA,2022-08-09 19:25:49,47.1666,-55.1483,58.86,100,100,7.0
355,Hualmay,PE,2022-08-09 19:25:52,-11.0964,-77.6139,67.03,67,11,8.28
356,Nantucket,US,2022-08-09 19:25:52,41.2835,-70.0995,86.09,79,0,18.41
357,Dalbandin,PK,2022-08-09 19:25:53,28.8947,64.4101,90.3,39,100,20.13
358,Srednekolymsk,RU,2022-08-09 19:25:53,67.45,153.6833,64.22,63,81,2.44
359,Little Current,CA,2022-08-09 19:25:54,45.9793,-81.9248,72.41,56,0,5.66
360,Bayir,TR,2022-08-09 19:25:54,37.2687,28.2167,75.72,69,4,2.42
361,Basco,PH,2022-08-09 19:25:55,20.4487,121.9702,83.26,77,100,7.94
362,Rio Grande,BR,2022-08-09 19:25:56,-32.035,-52.0986,57.31,74,100,18.92
363,Acari,PE,2022-08-09 19:25:56,-15.4311,-74.6158,72.01,59,68,8.59
364,Liberal,US,2022-08-09 19:23:45,37.0431,-100.921,92.44,40,0,5.75
365,Paidha,UG,2022-08-09 19:25:57,2.4167,30.9855,61.5,88,100,6.17
366,Rach Gia,VN,2022-08-09 19:25:58,10.0167,105.0833,81.23,82,100,14.12
367,Zhigansk,RU,2022-08-09 19:25:58,66.7697,123.3711,51.15,82,5,9.22
368,Leh,IN,2022-08-09 19:26:01,34.1667,77.5833,67.55,46,99,5.3
369,Atar,MR,2022-08-09 19:26:01,20.5169,-13.0499,107.98,6,100,16.73
370,Kuytun,RU,2022-08-09 19:26:02,54.3419,101.5036,58.08,73,80,3.65
371,Mairi,BR,2022-08-09 19:26:03,-11.7114,-40.1489,83.55,27,60,8.48
372,Kaitangata,NZ,2022-08-09 19:25:51,-46.2817,169.8464,28.99,89,6,4.38
373,Bilma,NE,2022-08-09 19:26:03,18.6853,12.9164,98.74,24,0,8.72
374,Katobu,ID,2022-08-09 19:27:05,-4.9408,122.5276,74.61,92,99,4.09
375,Moscow,RU,2022-08-09 19:27:06,55.7522,37.6156,64.83,73,89,4.94
376,Watertown,US,2022-08-09 19:27:07,42.3709,-71.1828,95.27,82,75,13.8
377,Pozo Colorado,PY,2022-08-09 19:27:10,-23.4923,-58.7972,72.25,28,26,13.49
378,Devonport,AU,2022-08-09 19:27:10,-41.1667,146.35,45.99,76,7,6.55
379,Kongolo,CD,2022-08-09 19:27:11,-5.3833,27.0,82.62,26,6,4.09
380,Ambilobe,MG,2022-08-09 19:27:11,-13.2,49.05,69.22,71,4,4.85
381,Ramsar,IR,2022-08-09 19:27:12,36.9226,50.6426,78.24,73,100,2.3
382,Harbour Breton,CA,2022-08-09 19:27:12,47.4833,-55.7983,58.26,94,100,26.64
383,Tamandare,BR,2022-08-09 19:27:13,-8.7597,-35.1047,78.49,67,6,7.09
384,Tura,IN,2022-08-09 19:27:13,25.5198,90.2201,75.02,89,99,6.13
385,Ponta Delgada,PT,2022-08-09 19:27:14,37.7333,-25.6667,74.12,68,20,8.05
386,Zalari,RU,2022-08-09 19:27:16,53.5584,102.5065,59.18,72,100,1.25
387,Fort Nelson,CA,2022-08-09 19:27:16,58.8053,-122.7002,67.59,52,20,3.44
388,Kavaratti,IN,2022-08-09 19:27:18,10.5669,72.642,80.67,83,67,20.36
389,Sawakin,SD,2022-08-09 19:27:19,19.1059,37.3321,97.27,53,7,7.52
390,Okhotsk,RU,2022-08-09 19:27:20,59.3833,143.3,57.7,90,100,20.38
391,Hare Bay,CA,2022-08-09 19:27:20,48.8499,-54.0148,54.75,96,100,8.32
392,Tramore,IE,2022-08-09 19:27:21,52.1624,-7.1524,69.48,74,0,5.99
393,Kholm,RU,2022-08-09 19:27:24,59.2667,32.85,55.96,83,44,3.04
394,Merritt Island,US,2022-08-09 19:27:25,28.5392,-80.672,90.09,67,75,6.91
395,Salinopolis,BR,2022-08-09 19:27:26,-0.6136,-47.3561,82.92,73,3,13.33
396,Llanes,ES,2022-08-09 19:27:26,43.4198,-4.7549,73.83,81,36,7.78
397,Kargasok,RU,2022-08-09 19:27:27,59.0556,80.8572,61.45,79,98,1.59
398,Chapais,CA,2022-08-09 19:27:27,49.7834,-74.8492,71.38,37,0,3.65
399,Boden,SE,2022-08-09 19:27:28,65.8252,21.6886,62.6,78,95,4.72
400,Rawson,AR,2022-08-09 19:27:30,-43.3002,-65.1023,56.34,33,77,9.13
401,Changde,CN,2022-08-09 19:27:32,29.0464,111.6783,81.91,63,61,2.04
402,Shieli,KZ,2022-08-09 19:27:33,44.1667,66.75,73.76,32,0,8.97
403,Tepic,MX,2022-08-09 19:27:34,21.5,-104.9,81.9,57,75,0.0
404,Epinal,FR,2022-08-09 19:27:34,48.1833,6.45,81.36,41,6,6.02
405,Weyburn,CA,2022-08-09 19:26:03,49.6668,-103.8511,71.82,35,1,11.5
406,Portland,US,2022-08-09 19:26:43,45.5234,-122.6762,77.63,66,75,5.75
407,Benguela,AO,2022-08-09 19:27:36,-12.5763,13.4055,69.76,82,100,5.61
408,Trat,TH,2022-08-09 19:27:36,12.5,102.5,83.88,97,100,1.12
409,Kavieng,PG,2022-08-09 19:27:37,-2.5744,150.7967,79.93,79,100,4.54
410,Kenai,US,2022-08-09 19:22:44,60.5544,-151.2583,54.14,79,100,17.27
411,Turukhansk,RU,2022-08-09 19:27:41,65.8167,87.9833,58.62,94,6,14.07
412,Kasongo-Lunda,CD,2022-08-09 19:27:41,-6.4667,16.8167,78.06,27,0,3.04
413,Chara,RU,2022-08-09 19:27:42,56.9064,118.2631,51.39,90,100,3.02
414,Meadow Lake,US,2022-08-09 19:27:44,34.8014,-106.5436,89.33,32,24,5.39
415,San Carlos De Bariloche,AR,2022-08-09 19:27:45,-41.1456,-71.3082,45.45,52,75,2.3
416,Iwanai,JP,2022-08-09 19:27:45,42.9744,140.5089,69.19,95,100,3.91
417,Loa Janan,ID,2022-08-09 19:27:46,-0.583,117.095,73.8,99,91,1.74
418,Igunga,TZ,2022-08-09 19:27:46,-4.2833,33.8833,72.9,34,11,4.99
419,Asau,RO,2022-08-09 19:27:47,46.4333,26.4,67.12,98,78,5.44
420,Husavik,IS,2022-08-09 19:28:47,66.0449,-17.3389,55.63,79,46,1.86
421,Haines Junction,CA,2022-08-09 19:28:48,60.7522,-137.5108,58.95,44,37,2.3
422,Vestmannaeyjar,IS,2022-08-09 19:28:48,63.4427,-20.2734,52.79,93,100,25.32
423,Laguna,US,2022-08-09 19:28:52,38.421,-121.4238,84.49,44,0,9.22
424,Ranong,TH,2022-08-09 19:28:53,9.9658,98.6348,78.96,88,100,10.45
425,Neiafu,TO,2022-08-09 19:28:55,-18.65,-173.9833,79.48,78,40,5.75
426,Eyl,SO,2022-08-09 19:28:57,7.9803,49.8164,79.36,71,100,24.29
427,Hollins,US,2022-08-09 19:28:59,37.3413,-79.9431,95.52,56,40,6.91
428,Beausoleil,FR,2022-08-09 19:28:59,43.749,7.417,80.38,72,0,4.61
429,Port Macquarie,AU,2022-08-09 19:29:01,-31.4333,152.9167,41.9,90,22,10.89
430,Alta Floresta,BR,2022-08-09 19:29:02,-9.8756,-56.0861,96.62,38,40,4.61
431,Bara,NG,2022-08-09 19:29:02,10.3744,10.7288,79.66,69,22,5.26
432,Methoni,GR,2022-08-09 19:29:03,36.8197,21.7049,83.21,62,2,8.19
433,Jimma,ET,2022-08-09 19:29:05,7.6667,36.8333,61.84,96,100,1.74
434,Mana,GF,2022-08-09 19:29:06,5.6592,-53.7767,85.95,67,100,12.53
435,Mogapi,BW,2022-08-09 19:29:06,-22.323,27.8349,62.76,44,0,7.47
436,Arman,RU,2022-08-09 19:29:06,59.7,150.1667,57.02,88,100,3.27
437,Buarcos,PT,2022-08-09 19:29:07,40.166,-8.8768,70.66,90,10,3.87
438,Raga,SS,2022-08-09 19:25:24,8.4596,25.678,70.25,95,100,4.56
439,Quito,EC,2022-08-09 19:28:15,-0.2299,-78.5249,63.55,48,77,4.07
440,Waipawa,NZ,2022-08-09 19:29:08,-41.4122,175.5153,41.52,79,100,10.36
441,Lowestoft,GB,2022-08-09 19:29:08,52.4752,1.7516,69.42,82,11,9.55
442,Rosario,AR,2022-08-09 19:24:29,-32.9468,-60.6393,61.11,55,75,6.91
443,Maningrida,AU,2022-08-09 19:29:09,-12.0667,134.2667,65.32,91,8,7.36
444,Hamilton,US,2022-08-09 19:25:57,39.1834,-84.5333,87.22,78,100,11.5
445,Nuuk,GL,2022-08-09 19:27:31,64.1835,-51.7216,41.61,93,75,9.22
446,Ayr,GB,2022-08-09 19:29:10,55.4627,-4.6339,69.69,68,0,5.75
447,Sajanan,TN,2022-08-09 19:29:10,37.0573,9.2426,79.72,66,0,5.19
448,Magadan,RU,2022-08-09 19:29:13,59.5667,150.8,56.53,84,100,11.52
449,Stykkisholmur,IS,2022-08-09 19:29:15,65.0757,-22.7297,52.38,94,100,11.27
450,Barra Patuca,HN,2022-08-09 19:29:15,15.8,-84.2833,76.96,92,100,12.24
451,Sidhi,IN,2022-08-09 19:29:16,24.4167,81.8833,82.04,71,2,13.44
452,Chiang Khong,TH,2022-08-09 19:29:16,20.2613,100.4046,72.7,99,82,1.19
453,Northam,GB,2022-08-09 19:29:17,51.0333,-4.2167,72.39,69,100,7.31
454,Ca Mau,VN,2022-08-09 19:26:55,9.1769,105.15,76.91,89,85,4.52
455,Pucara,PE,2022-08-09 19:29:18,-15.9803,-71.4606,48.33,23,15,11.79
456,Henties Bay,NA,2022-08-09 19:29:19,-22.116,14.2845,55.15,89,5,7.4
457,Bol,TD,2022-08-09 19:29:22,13.4586,14.7147,80.92,70,13,4.81
458,Apple Valley,US,2022-08-09 19:29:24,34.5008,-117.1859,93.43,28,29,6.49
459,Muroto,JP,2022-08-09 19:29:26,33.2833,134.15,83.1,81,100,9.82
460,Mandalgovi,MN,2022-08-09 19:29:26,45.7625,106.2708,60.44,80,94,23.04
461,Gimli,CA,2022-08-09 19:29:29,50.6336,-96.9907,73.78,45,0,15.99
462,Panalingaan,PH,2022-08-09 19:29:31,8.7842,117.4231,78.42,82,99,2.51
463,Newport,GB,2022-08-09 19:26:00,51.5877,-2.9984,81.54,56,84,1.45
464,Carlsbad,US,2022-08-09 19:27:47,33.1581,-117.3506,101.57,66,0,11.5
465,Mayo,US,2022-08-09 19:29:34,38.8876,-76.5119,98.94,62,75,5.75
466,Olinda,BR,2022-08-09 19:28:31,-8.0089,-34.8553,78.53,73,40,13.8
467,Pandan,PH,2022-08-09 19:31:03,14.0453,124.1694,79.05,83,100,2.57
468,Yabrud,SY,2022-08-09 19:31:04,33.9674,36.6574,70.03,41,0,1.16
469,Taltal,CL,2022-08-09 19:31:05,-25.4,-70.4833,69.42,50,1,4.45
470,Klaksvik,FO,2022-08-09 19:31:06,62.2266,-6.589,54.52,96,100,23.89
471,Ahipara,NZ,2022-08-09 19:31:07,-35.1667,173.1667,50.45,73,2,0.96
472,Belmonte,BR,2022-08-09 19:31:08,-15.8631,-38.8828,75.6,68,18,8.66
473,Dalvik,IS,2022-08-09 19:31:10,65.9702,-18.5286,58.93,88,100,4.74
474,Mitsamiouli,KM,2022-08-09 19:31:11,-11.3847,43.2844,76.64,74,35,5.46
475,North Bend,US,2022-08-09 19:31:12,43.4065,-124.2243,70.16,85,100,3.44
476,Matamoros,MX,2022-08-09 19:31:12,25.5333,-103.25,89.71,27,75,11.5
477,Deputatskiy,RU,2022-08-09 19:28:17,69.3,139.9,48.65,88,0,2.55
478,Pyshma,RU,2022-08-09 19:31:13,56.9523,63.2513,64.11,79,0,0.89
479,Ilulissat,GL,2022-08-09 19:31:14,69.2167,-51.1,41.02,93,75,9.22
480,Starkville,US,2022-08-09 19:29:48,33.4504,-88.8184,89.78,70,98,5.46
481,Verkhnevilyuysk,RU,2022-08-09 19:31:15,63.4453,120.3167,49.69,96,79,4.54
482,Awbari,LY,2022-08-09 19:31:16,26.5921,12.7805,90.82,17,1,10.78
483,Linfen,CN,2022-08-09 19:31:17,36.0889,111.5189,74.71,78,99,7.09
484,Beyneu,KZ,2022-08-09 19:31:18,45.3167,55.2,82.22,31,0,10.42
485,Ugoofaaru,MV,2022-08-09 19:31:18,5.6667,73.0,80.96,81,93,13.04
486,Ormara,PK,2022-08-09 19:31:19,25.2088,64.6357,83.55,76,100,9.19
487,Rocha,UY,2022-08-09 19:26:27,-34.4833,-54.3333,53.38,64,9,9.35
488,Harper,LR,2022-08-09 19:31:20,4.375,-7.7169,75.54,75,98,10.04
489,Half Moon Bay,US,2022-08-09 19:31:21,37.4636,-122.4286,82.9,63,40,14.97
490,Evensk,RU,2022-08-09 19:31:23,61.95,159.2333,60.67,62,67,3.11
491,Ibanda,TZ,2022-08-09 19:31:24,-2.7974,32.4746,69.15,49,4,1.43
492,Ubatuba,BR,2022-08-09 19:31:24,-23.4339,-45.0711,69.22,94,100,4.0
493,Bac Lieu,VN,2022-08-09 19:31:25,9.285,105.7244,77.74,86,99,8.46
494,Port Hedland,AU,2022-08-09 19:31:25,-20.3167,118.5667,66.25,42,75,5.75
495,Srednebelaya,RU,2022-08-09 19:31:26,50.6594,128.0106,57.58,91,100,8.77
496,Biltine,TD,2022-08-09 19:31:27,14.5333,20.9167,80.33,72,97,15.75
497,Chiknayakanhalli,IN,2022-08-09 19:31:30,13.4172,76.6228,68.85,82,100,15.93
498,Tessalit,ML,2022-08-09 19:31:30,20.1986,1.0114,80.92,55,100,25.1
499,Luwingu,ZM,2022-08-09 19:31:31,-10.2621,29.9271,59.72,40,0,3.65
500,Guatire,VE,2022-08-09 19:31:31,10.4762,-66.5427,79.2,91,93,3.6
501,Havre-Saint-Pierre,CA,2022-08-09 19:31:32,50.2334,-63.5986,68.36,52,0,10.36
502,Saint Anthony,US,2022-08-09 19:30:22,45.0205,-93.218,84.92,49,0,8.05
503,General Salgado,BR,2022-08-09 19:31:35,-20.6483,-50.3606,65.95,93,100,4.7
504,Manado,ID,2022-08-09 19:31:35,1.487,124.8455,75.97,88,40,2.3
505,Kalayaan,PH,2022-08-09 19:31:36,14.35,121.5667,72.46,90,85,0.98
506,Caxito,AO,2022-08-09 19:31:36,-8.5785,13.6643,69.01,89,30,2.24
507,Muncar,ID,2022-08-09 19:31:37,-8.4333,114.3333,73.62,93,49,0.45
508,Aswan,EG,2022-08-09 19:31:37,24.0934,32.907,99.7,19,0,11.5
509,Kutum,SD,2022-08-09 19:31:38,14.2,24.6667,74.68,63,100,7.45
510,Kysyl-Syr,RU,2022-08-09 19:31:39,63.8986,122.7617,50.5,90,77,5.39
511,Teahupoo,PF,2022-08-09 19:32:39,-17.8333,-149.2667,69.76,67,100,5.32
512,Saint George,US,2022-08-09 19:32:39,37.1041,-113.5841,100.8,26,0,6.91
513,Chernyshevsk,RU,2022-08-09 19:32:40,52.5243,117.0174,56.86,64,100,8.93
514,Uspenka,UA,2022-08-09 19:32:42,48.3903,39.1619,76.24,29,0,4.29
515,Rio Branco,BR,2022-08-09 19:32:44,-9.9747,-67.81,93.81,46,40,2.3
516,Neryungri,RU,2022-08-09 19:32:47,56.6709,124.6491,48.69,98,100,6.04
517,Mahenge,TZ,2022-08-09 19:32:48,-8.6833,36.7167,60.04,62,25,1.21
518,Sibolga,ID,2022-08-09 19:32:49,1.7427,98.7792,75.18,87,90,3.22
519,Coari,BR,2022-08-09 19:32:50,-4.085,-63.1414,91.76,45,69,2.1
520,Mandla,IN,2022-08-09 19:32:51,22.6,80.3833,75.15,94,87,1.77
521,Esmeraldas,BR,2022-08-09 19:32:53,-19.7625,-44.3139,83.44,33,95,5.37
522,Adre,TD,2022-08-09 19:32:55,13.4667,22.2,70.45,93,100,10.83
523,Stanger,ZA,2022-08-09 19:32:56,-29.3282,31.2895,58.89,89,0,5.5
524,Mount Gambier,AU,2022-08-09 19:32:56,-37.8333,140.7667,43.9,73,100,9.28
525,Tecoanapa,MX,2022-08-09 19:32:58,16.5167,-98.75,86.14,61,98,10.16
526,Linxia,CN,2022-08-09 19:30:45,35.6003,103.2064,69.31,89,100,1.97
527,Diamantino,BR,2022-08-09 19:32:59,-14.4086,-56.4461,70.59,87,100,14.52
528,Bondo,CD,2022-08-09 19:32:59,3.8146,23.6866,74.37,74,100,1.7
529,Antigonish,CA,2022-08-09 19:31:58,45.6169,-61.9986,71.15,95,100,5.01
530,Bunia,CD,2022-08-09 19:33:00,1.5667,30.25,64.15,88,11,3.18
531,Chernyshevskiy,RU,2022-08-09 19:33:00,63.0128,112.4714,49.42,90,100,2.21
532,Saint-Augustin,CA,2022-08-09 19:33:01,51.226,-58.6502,68.32,39,6,10.76
533,Poum,NC,2022-08-09 19:33:01,-20.2333,164.0167,70.38,59,3,20.27
534,Huicheng,CN,2022-08-09 19:33:02,23.0385,116.2899,78.89,90,89,10.38
535,Ravar,IR,2022-08-09 19:33:02,31.2656,56.8055,87.01,19,0,1.7
536,Omboue,GA,2022-08-09 19:33:03,-1.5746,9.2618,72.82,83,6,9.1
537,Pundaguitan,PH,2022-08-09 19:33:03,6.3711,126.1689,80.82,76,100,5.41
538,Lewiston,US,2022-08-09 19:33:04,44.1003,-70.2148,79.32,94,100,11.5
539,Waingapu,ID,2022-08-09 19:33:04,-9.6567,120.2641,75.16,87,8,6.62
540,Cacapava Do Sul,BR,2022-08-09 19:30:21,-30.5122,-53.4914,46.96,96,100,12.8
541,Kultuk,RU,2022-08-09 19:33:07,51.7208,103.6956,54.05,84,68,1.57
542,Georgetown,MY,2022-08-09 19:28:59,5.4112,100.3354,82.89,87,20,2.3
543,Port-Cartier,CA,2022-08-09 19:33:10,50.0334,-66.8654,68.22,49,1,6.98
544,Santander Jimenez,MX,2022-08-09 19:33:11,24.2167,-98.4667,99.55,28,6,9.01
545,Morant Bay,JM,2022-08-09 19:33:12,17.8815,-76.4093,96.71,72,77,14.16
546,Yokaichi,JP,2022-08-09 19:33:14,35.1139,136.2037,81.14,88,100,1.81
547,Barry,GB,2022-08-09 19:33:15,51.4067,-3.2694,77.56,54,77,8.05
548,Witu,KE,2022-08-09 19:33:15,-2.3889,40.4382,75.36,85,26,14.36
549,Egvekinot,RU,2022-08-09 19:33:16,66.3167,-179.1667,46.72,56,100,4.94
550,Lebu,CL,2022-08-09 19:33:16,-37.6167,-73.65,52.14,66,100,10.67
551,Grand-Santi,GF,2022-08-09 19:33:17,4.25,-54.3833,91.58,45,100,3.18
552,Borogontsy,RU,2022-08-09 19:33:17,62.6683,131.1683,56.14,79,43,4.61
553,Sao Jose Da Coroa Grande,BR,2022-08-09 19:33:18,-8.8978,-35.1478,76.03,75,5,6.64
554,Sinnamary,GF,2022-08-09 19:33:19,5.3833,-52.95,84.25,72,100,12.84
555,Gillette,US,2022-08-09 19:33:19,44.2911,-105.5022,92.32,18,0,4.61
556,Valleyview,CA,2022-08-09 19:30:52,55.0667,-117.2859,73.44,33,0,6.91
557,Mgandu,TZ,2022-08-09 19:33:20,-5.95,34.1333,62.71,41,76,6.87
558,Bulgan,MN,2022-08-09 19:33:20,48.8125,103.5347,56.79,93,94,1.88
559,Dulce Nombre De Culmi,HN,2022-08-09 19:34:20,15.1,-85.5333,86.23,96,100,4.03
560,Winnemucca,US,2022-08-09 19:34:21,40.973,-117.7357,71.65,68,100,6.91
561,Challapata,BO,2022-08-09 19:34:22,-18.9,-66.7667,50.2,10,0,8.25
562,Naduvattam,IN,2022-08-09 19:34:22,11.4833,76.5667,54.05,92,100,6.33
563,Ust-Nera,RU,2022-08-09 19:34:23,64.5667,143.2,67.96,56,75,4.54
564,Calvinia,ZA,2022-08-09 19:34:23,-31.4707,19.776,53.47,48,11,4.99
565,Cervo,ES,2022-08-09 19:34:24,43.6702,-7.4101,69.96,88,35,12.86
566,Taoudenni,ML,2022-08-09 19:34:25,22.6783,-3.9836,106.5,12,49,11.59
567,Darhan,MN,2022-08-09 19:34:26,49.4867,105.9228,62.29,78,100,4.07
568,Jinxi,CN,2022-08-09 19:34:26,30.4323,116.2922,81.39,72,100,2.33
569,Presidencia Roque Saenz Pena,AR,2022-08-09 19:34:27,-26.7852,-60.4388,57.43,52,86,12.01
570,Sanjwal,PK,2022-08-09 19:34:28,33.7608,72.4336,89.87,58,6,3.51
571,Nueve De Julio,AR,2022-08-09 19:34:28,-35.4444,-60.8831,58.96,44,3,3.6
572,Hienghene,NC,2022-08-09 19:34:29,-20.6833,164.9333,62.37,71,3,9.24
573,Maneadero,MX,2022-08-09 19:34:29,31.7167,-116.5667,77.11,80,40,5.99
574,Olutanga,PH,2022-08-09 19:34:30,7.3106,122.8464,80.13,80,100,8.1
575,Senno,RU,2022-08-09 19:34:30,59.5336,33.9167,51.26,89,31,3.74
576,Kamyshlov,RU,2022-08-09 19:34:31,56.8428,62.7111,64.42,76,0,1.59
577,Buala,SB,2022-08-09 19:34:32,-8.145,159.5921,79.95,80,100,4.72
578,Brae,GB,2022-08-09 19:34:32,60.3964,-1.353,58.19,89,100,24.49
579,Pitimbu,BR,2022-08-09 19:34:33,-7.4706,-34.8086,81.19,75,40,11.5
580,Thiruvananthapuram,IN,2022-08-09 19:34:33,8.4833,76.9167,78.78,89,40,3.44
581,Sharjah,AE,2022-08-09 19:30:30,25.3573,55.4033,98.58,49,0,4.61
582,Eydhafushi,MV,2022-08-09 19:34:34,5.1033,73.0708,80.62,80,83,11.63
583,Parkes,AU,2022-08-09 19:34:34,-33.1333,148.1833,38.35,82,0,5.37
584,Vangaindrano,MG,2022-08-09 19:34:35,-23.35,47.6,67.28,90,100,8.7
