City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Sambava,MG,-14.2667,50.1667,68.27,80,61,13.04,light rain
346,Astoria,US,46.1879,-123.8313,81.72,68,0,9.22,clear sky
347,San Cristobal,VE,7.7669,-72.225,84.38,62,82,6.4,broken clouds
348,Kaffrine,SN,14.1059,-15.5508,81.1,73,54,10.76,broken clouds
349,Port Shepstone,ZA,-30.7414,30.455,65.7,80,39,5.48,scattered clouds
350,Matagami,CA,49.7502,-77.6328,59.11,77,100,17.27,overcast clouds
351,Panguna,PG,-6.3164,155.4848,73.33,83,100,2.98,overcast clouds
352,Ghatanji,IN,20.1333,78.3167,74.57,90,56,11.34,broken clouds
353,Dunedin,NZ,-45.8742,170.5036,41.81,73,3,4.41,clear sky
354,Talnakh,RU,69.4865,88.3972,47.21,72,95,3.06,overcast clouds
355,Mankera,PK,31.3866,71.4407,86.29,60,3,13.87,clear sky
356,San Jeronimo,PE,-11.9472,-75.2829,59.77,48,84,7.16,broken clouds
357,Tazovskiy,RU,67.4667,78.7,50.74,69,100,11.81,overcast clouds
358,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,81.41,74,54,0.49,broken clouds
359,Praia,CV,14.9215,-23.5087,81.14,74,20,11.5,few clouds
360,Port Hedland,AU,-20.3167,118.5667,66.25,32,75,12.66,broken clouds
361,Odzun,AM,41.0532,44.6134,67.35,72,97,2.53,overcast clouds
362,Gloversville,US,43.0528,-74.3438,81.18,57,0,12.66,clear sky
363,Owando,CG,-0.4819,15.8999,77.95,48,99,1.3,overcast clouds
364,Marsh Harbour,BS,26.5412,-77.0636,83.37,67,0,11.45,clear sky
365,Makariv,UA,50.4641,29.8113,70.18,97,98,9.24,light rain
366,Santa Eulalia,PE,-11.85,-76.6833,56.86,46,13,6.29,few clouds
367,Padang,ID,-0.9492,100.3543,78.84,88,78,2.04,broken clouds
368,Alofi,NU,-19.0595,-169.9187,80.49,74,40,11.5,scattered clouds
369,Banes,CU,20.9625,-75.7186,83.46,68,19,14.2,few clouds
370,Vilhena,BR,-12.7406,-60.1458,84.42,32,0,6.91,clear sky
371,Bandipur,NP,27.9333,84.4167,67.33,93,18,2.39,few clouds
372,Bontoc,PH,17.0899,120.978,70.23,95,100,0.63,overcast clouds
373,The Valley,AI,18.217,-63.0578,85.86,70,20,11.5,few clouds
374,Sao Filipe,CV,14.8961,-24.4956,78.4,79,15,14.5,few clouds
375,Nizhniy Tsasuchey,RU,50.5167,115.1333,59.23,63,62,4.94,broken clouds
376,Vredendal,ZA,-31.6683,18.5012,52.32,96,91,4.59,overcast clouds
377,Mandalgovi,MN,45.7625,106.2708,55.47,84,100,14.27,overcast clouds
378,Nikel,RU,69.4128,30.222,55.58,76,90,28.57,light rain
379,Huambo,AO,-12.7761,15.7392,59.76,18,5,3.2,clear sky
380,Harrisonburg,US,38.4496,-78.8689,86.52,52,40,0.0,scattered clouds
381,Tanabe,JP,33.7333,135.3667,81.21,84,99,7.49,overcast clouds
382,Pathein,MM,16.7833,94.7333,76.82,89,100,8.19,overcast clouds
383,Lasa,IT,46.6166,10.7002,61.83,87,96,2.26,overcast clouds
384,Abu Dhabi,AE,24.4667,54.3667,93.31,82,97,3.44,overcast clouds
385,Kigoma,TZ,-4.8769,29.6267,75.4,56,57,2.73,broken clouds
386,Mtwara,TZ,-10.2667,40.1833,72.68,81,61,10.8,light rain
387,Srikakulam,IN,18.3,83.9,80.26,82,100,4.97,overcast clouds
388,Casale Monferrato,IT,45.1334,8.4571,76.33,54,52,5.06,broken clouds
389,Suntar,RU,62.1444,117.6319,61.05,77,100,3.47,overcast clouds
390,Labuhan,ID,-6.8844,112.2051,76.82,89,74,5.41,broken clouds
391,Berlevag,NO,70.8578,29.0864,53.4,82,75,26.46,broken clouds
392,Rawson,AR,-43.3002,-65.1023,55.06,42,15,6.58,few clouds
393,Paamiut,GL,61.994,-49.6678,43.39,92,24,7.09,few clouds
394,Tonantins,BR,-2.8731,-67.8022,78.26,82,100,2.82,overcast clouds
395,Ayan,RU,56.45,138.1667,55.2,98,100,12.1,moderate rain
396,Qui Nhon,VN,13.7667,109.2333,78.12,79,96,4.12,overcast clouds
397,Srednekolymsk,RU,67.45,153.6833,65.5,73,82,7.11,broken clouds
398,Port Macquarie,AU,-31.4333,152.9167,51.89,75,100,6.15,overcast clouds
399,Halifax,CA,44.6453,-63.5724,71.49,87,100,6.91,overcast clouds
400,Morant Bay,JM,17.8815,-76.4093,87.42,69,2,10.4,clear sky
401,Haines Junction,CA,60.7522,-137.5108,58.42,78,100,3.56,overcast clouds
402,Teguise,ES,29.0605,-13.564,70.02,73,20,11.5,few clouds
403,Longyearbyen,SJ,78.2186,15.6401,46.24,76,75,9.22,broken clouds
404,Vila,PT,42.0304,-8.1588,59.88,79,0,1.16,clear sky
405,Saldanha,ZA,-33.0117,17.9442,55.45,88,100,10.54,overcast clouds
406,Oda,JP,35.1833,132.5,81.37,88,97,5.75,overcast clouds
407,Yarkovo,RU,57.4028,67.0786,61.48,98,97,5.17,overcast clouds
408,Mackay,AU,-21.15,149.2,63.68,79,70,5.1,broken clouds
409,Huntsville,US,34.7304,-86.5861,89.4,69,0,6.91,clear sky
410,Beisfjord,NO,68.3751,17.5988,54.05,88,100,13.56,overcast clouds
411,Ridgecrest,US,35.6225,-117.6709,102.65,14,20,8.05,few clouds
412,Vila Velha,BR,-20.3297,-40.2925,73.35,80,0,12.66,clear sky
413,Gokak,IN,16.1667,74.8333,73.51,82,65,19.98,broken clouds
414,Marigot,MF,18.0667,-63.0833,85.78,65,20,11.5,few clouds
415,Fortuna,US,40.5982,-124.1573,74.93,69,75,9.22,broken clouds
416,Axim,GH,4.8699,-2.2405,74.86,85,100,7.07,overcast clouds
417,Dikson,RU,73.5069,80.5464,43.97,93,100,19.44,overcast clouds
418,Machesney Park,US,42.3472,-89.039,79.21,51,40,8.05,scattered clouds
419,Kedrovyy,RU,56.1667,91.8167,55.87,95,73,2.37,broken clouds
420,Bubaque,GW,11.2833,-15.8333,80.1,81,100,14.63,moderate rain
421,Zykovo,RU,55.9519,93.1461,57.99,96,49,1.01,scattered clouds
422,Kingston,JM,17.997,-76.7936,86.95,77,20,21.85,few clouds
423,Sembe,CG,1.6481,14.5806,71.6,89,99,2.64,overcast clouds
424,Kuching,MY,1.55,110.3333,77.22,94,20,2.3,light rain
425,Carutapera,BR,-1.195,-46.02,78.22,80,78,9.55,broken clouds
426,Tarabha,IN,20.7333,83.65,75.18,98,100,6.15,overcast clouds
427,Uige,AO,-7.6087,15.0613,66.96,58,88,2.15,overcast clouds
428,Goshen,US,41.5823,-85.8344,79.83,48,0,10.36,clear sky
429,Lavrentiya,RU,65.5833,-171.0,44.24,90,82,6.73,broken clouds
430,Crowley,US,30.2141,-92.3746,87.8,84,84,5.55,broken clouds
431,Eyl,SO,7.9803,49.8164,78.17,66,79,21.97,broken clouds
432,Mogadishu,SO,2.0371,45.3438,75.33,82,32,19.04,scattered clouds
433,Tilichiki,RU,60.4667,166.1,55.17,85,99,6.82,overcast clouds
434,Bambanglipuro,ID,-7.95,110.2833,75.38,92,69,4.14,broken clouds
435,Walvis Bay,NA,-22.9575,14.5053,50.95,100,0,2.3,clear sky
436,Aldan,RU,58.6031,125.3894,52.74,99,100,2.24,light rain
437,Torrijos,ES,39.9819,-4.2835,88.84,28,0,3.91,clear sky
438,Havre-Saint-Pierre,CA,50.2334,-63.5986,70.16,73,75,5.75,broken clouds
439,Sandpoint,US,48.2766,-116.5533,96.46,37,0,1.99,clear sky
440,Salalah,OM,17.0151,54.0924,76.5,92,98,8.21,overcast clouds
441,Batagay-Alyta,RU,67.8006,130.4114,50.11,76,100,8.75,overcast clouds
442,Trairi,BR,-3.2778,-39.2689,77.34,82,83,12.5,broken clouds
443,Pergamino,AR,-33.89,-60.5736,60.19,57,0,1.01,clear sky
444,Nanortalik,GL,60.1432,-45.2371,43.74,92,44,8.1,scattered clouds
445,Oktyabrskoye,RU,43.0645,44.7417,66.34,88,0,6.71,clear sky
446,Puerto Ayora,EC,-0.7393,-90.3518,80.56,99,100,5.99,overcast clouds
447,Deputatskiy,RU,69.3,139.9,46.6,83,100,4.56,overcast clouds
448,Richmond,US,37.5538,-77.4603,83.07,74,75,8.05,broken clouds
449,Ukiah,US,39.1502,-123.2078,93.43,36,0,8.99,clear sky
450,Vestmannaeyjar,IS,63.4427,-20.2734,51.46,94,100,13.67,light rain
451,Beyneu,KZ,45.3167,55.2,84.0,21,0,8.3,clear sky
452,Balve,DE,51.3333,7.8667,72.09,50,4,3.6,clear sky
453,Milos,GR,36.75,24.4333,75.63,73,0,14.23,clear sky
454,Blagoveshchenka,RU,52.8333,79.8667,60.44,91,79,3.09,broken clouds
455,Chandia,IN,23.65,80.7,74.82,95,100,10.16,overcast clouds
456,Chitral,PK,35.8462,71.7858,74.59,82,50,3.15,scattered clouds
457,Yar-Sale,RU,66.8333,70.8333,56.75,80,100,14.23,overcast clouds
458,Omboue,GA,-1.5746,9.2618,72.77,82,91,8.23,overcast clouds
459,Florence,IT,43.7667,11.25,78.73,44,0,6.91,clear sky
460,Nortelandia,BR,-14.4547,-56.8028,71.2,33,0,3.22,clear sky
461,Eenhana,NA,-17.4667,16.3333,61.5,15,28,6.67,scattered clouds
462,Jining,CN,35.405,116.5814,77.76,87,41,6.15,scattered clouds
463,Carauari,BR,-4.8828,-66.8958,83.88,57,84,1.34,broken clouds
464,Smithers,CA,54.7804,-127.1743,82.72,34,20,8.05,few clouds
465,Abnub,EG,27.2696,31.1511,86.49,24,0,7.81,clear sky
466,Klaksvik,FO,62.2266,-6.589,52.72,85,100,11.92,overcast clouds
467,Tabou,CI,4.423,-7.3528,76.35,78,100,9.78,overcast clouds
468,Harper,LR,4.375,-7.7169,76.33,77,100,10.11,overcast clouds
469,Nelson Bay,AU,-32.7167,152.15,55.0,100,100,3.0,light rain
470,Anadyr,RU,64.75,177.4833,57.7,82,75,2.24,broken clouds
471,Prince Rupert,CA,54.3161,-130.3201,66.29,72,0,4.61,clear sky
472,Santander,ES,43.4647,-3.8044,72.72,92,0,5.01,clear sky
473,Scarborough,GB,54.2797,-0.4044,67.33,80,26,1.99,scattered clouds
474,Alice Springs,AU,-23.7,133.8833,45.21,63,0,6.91,clear sky
475,Arlit,NE,18.7369,7.3853,99.68,15,2,6.69,clear sky
476,Opalenica,PL,52.3089,16.4128,68.86,55,8,3.85,clear sky
477,Ha Tinh,VN,18.3333,105.9,76.3,94,100,2.26,moderate rain
478,Cordoba,AR,-31.4135,-64.1811,65.25,46,0,14.97,clear sky
479,Lompoc,US,34.6391,-120.4579,78.85,70,0,16.11,clear sky
480,Jambi,ID,-1.6,103.6167,74.82,94,86,2.89,overcast clouds
481,Lubango,AO,-14.9172,13.4925,61.09,23,56,3.87,broken clouds
482,Macau,MO,22.2006,113.5461,82.13,89,40,9.22,scattered clouds
483,Boo,SE,59.3333,18.2833,65.88,64,5,5.75,clear sky
484,San Policarpo,PH,12.1791,125.5072,78.21,88,92,4.47,light rain
485,Havelock,US,34.8791,-76.9013,89.98,71,0,10.36,clear sky
486,Los Alamos,US,35.8881,-106.307,81.3,40,40,6.91,scattered clouds
487,Buin,CL,-33.7333,-70.75,66.52,75,0,4.68,clear sky
488,Arcachon,FR,44.5875,-1.0519,88.12,36,3,5.75,clear sky
489,Yemtsa,RU,63.0734,40.3329,62.26,82,100,10.54,light rain
490,Huarmey,PE,-10.0681,-78.1522,66.56,74,24,9.84,few clouds
491,Sabzevar,IR,36.2126,57.6819,72.68,31,0,11.5,clear sky
492,Whyalla,AU,-33.0333,137.5833,48.97,88,5,14.16,clear sky
493,Shaunavon,CA,49.6501,-108.4181,84.6,32,100,7.31,overcast clouds
494,Awbari,LY,26.5921,12.7805,85.69,17,0,6.76,clear sky
495,Porto Walter,BR,-8.2686,-72.7439,82.94,58,14,0.89,few clouds
496,Pisco,PE,-13.7,-76.2167,62.65,77,20,8.05,few clouds
497,Lata,PT,40.1629,-8.3327,60.22,94,0,1.1,clear sky
498,Constantine,DZ,36.365,6.6147,74.61,49,20,4.61,few clouds
499,Kavaratti,IN,10.5669,72.642,80.78,82,37,20.76,scattered clouds
500,Chapleau,CA,47.8405,-83.4034,71.69,30,0,5.75,clear sky
501,Naryan-Mar,RU,67.6713,53.087,58.37,96,100,14.54,moderate rain
502,Kachug,RU,53.9606,105.8817,48.69,96,1,2.64,clear sky
503,Shakawe,BW,-18.3667,21.85,59.94,19,0,3.06,clear sky
504,Norrtalje,SE,59.758,18.705,70.84,68,3,6.55,clear sky
505,Tucupita,VE,9.0622,-62.051,77.79,94,89,3.94,overcast clouds
506,Otorohanga,NZ,-38.1833,175.2,44.19,60,8,3.51,clear sky
507,Gambo,CF,4.6482,22.2633,70.36,100,100,3.83,heavy intensity rain
508,Clyde River,CA,70.4692,-68.5914,41.23,93,100,4.61,overcast clouds
509,Verkhnyaya Balkariya,RU,43.1279,43.4573,65.32,82,19,9.13,few clouds
510,Portmore,JM,17.9702,-76.8672,87.76,76,20,21.85,few clouds
511,Iberia,US,29.9502,-91.7507,78.96,69,100,10.13,overcast clouds
512,Tondano,ID,1.3038,124.9112,64.49,91,37,1.79,scattered clouds
513,Lofthus,NO,59.9468,10.8018,63.97,47,0,1.39,clear sky
514,Khiri Mat,TH,16.8333,99.8,75.24,94,100,4.83,overcast clouds
515,Tessalit,ML,20.1986,1.0114,98.67,21,56,5.28,broken clouds
516,Great Falls,US,47.5002,-111.3008,94.66,23,0,5.75,clear sky
517,Kortkeros,RU,61.8106,51.5806,59.18,71,100,7.11,overcast clouds
518,Puri,IN,19.8,85.85,81.12,83,100,4.99,overcast clouds
519,Uribia,CO,11.7139,-72.266,90.23,50,84,6.78,broken clouds
520,Cocal,BR,-28.6167,-49.35,55.47,93,33,0.87,scattered clouds
521,Batagay,RU,67.6333,134.6333,55.0,74,85,6.6,overcast clouds
522,Winnemucca,US,40.973,-117.7357,91.45,29,0,9.22,clear sky
523,Ilulissat,GL,69.2167,-51.1,37.44,93,100,2.51,overcast clouds
524,Kutum,SD,14.2,24.6667,75.76,63,91,5.17,overcast clouds
525,Andenes,NO,69.3143,16.1194,49.98,81,75,28.77,drizzle
526,Bochil,MX,16.9833,-92.9167,78.76,91,100,2.75,overcast clouds
527,Tuatapere,NZ,-46.1333,167.6833,40.68,67,5,4.12,clear sky
528,Araouane,ML,18.9048,-3.5265,100.0,26,1,5.37,clear sky
529,Santa Marta,CO,11.2408,-74.199,84.25,84,75,11.5,broken clouds
530,Muravlenko,RU,63.7898,74.523,53.47,61,100,12.71,overcast clouds
531,Suluq,LY,31.6682,20.2521,79.48,67,0,8.25,clear sky
532,Matara,LK,5.9485,80.5353,76.93,92,84,8.05,broken clouds
533,Gilroy,US,37.0058,-121.5683,92.05,30,0,16.11,clear sky
534,Harboore,DK,56.6175,8.1807,57.18,81,6,4.52,clear sky
535,Sadiqabad,PK,28.3062,70.1307,92.28,51,8,16.08,clear sky
536,Great Bend,US,38.3645,-98.7648,94.03,21,0,9.22,clear sky
537,Zambezi,ZM,-13.5432,23.1047,61.56,30,6,5.12,clear sky
538,Gizo,SB,-8.103,156.8419,81.64,74,97,5.88,moderate rain
539,Amga,RU,60.8953,131.9608,57.27,86,100,1.43,overcast clouds
540,Sendafa,ET,9.15,39.0333,56.55,96,99,2.75,light rain
541,Pijijiapan,MX,15.7011,-93.23,90.52,56,54,4.85,broken clouds
542,Imeni Poliny Osipenko,RU,52.4201,136.4853,55.2,94,100,4.72,overcast clouds
543,Bridgend,GB,51.5058,-3.5772,74.95,53,1,4.0,clear sky
544,La Ronge,CA,55.1001,-105.2842,84.42,45,40,13.8,scattered clouds
545,Baruun-Urt,MN,46.6806,113.2792,58.37,70,99,7.16,overcast clouds
546,Roquetas De Mar,ES,36.7642,-2.6148,83.61,63,44,5.37,scattered clouds
547,Dudinka,RU,69.4058,86.1778,47.62,85,99,6.76,overcast clouds
548,Chernolesskoye,RU,44.7156,43.7133,78.21,44,22,12.55,few clouds
549,Mutis,CO,6.2262,-77.4044,79.88,82,91,6.8,light rain
550,Katy,US,29.7858,-95.8244,96.85,48,0,4.61,clear sky
551,Bintulu,MY,3.1667,113.0333,79.21,100,40,1.14,scattered clouds
552,Sakhon Nakhon,TH,17.1612,104.1472,74.53,93,100,5.99,light rain
553,Alyangula,AU,-13.8483,136.4192,70.65,79,19,9.42,few clouds
554,Moranbah,AU,-22.0016,148.0466,58.96,82,40,9.84,scattered clouds
555,Oranjestad,AW,12.524,-70.027,87.75,70,40,19.57,scattered clouds
556,Wawa,NG,9.9022,4.4192,71.26,98,100,3.56,moderate rain
557,Cururupu,BR,-1.8283,-44.8683,76.39,83,42,4.97,scattered clouds
558,Naliya,IN,23.2667,68.8333,81.73,92,100,7.36,overcast clouds
559,Mozarlandia,BR,-14.7447,-50.5706,76.44,27,85,6.44,overcast clouds
560,Isakly,RU,54.1333,51.5333,58.73,73,40,5.73,scattered clouds
561,Jangipur,IN,24.4667,88.0667,78.48,90,45,4.56,scattered clouds
562,Sorland,NO,67.667,12.6934,51.66,82,94,25.93,overcast clouds
563,Kholtoson,RU,50.2981,103.3097,47.5,95,21,0.29,few clouds
564,Parabel,RU,58.6978,81.4825,48.81,76,10,4.74,clear sky
565,Agbor,NG,6.2518,6.1934,72.48,98,100,3.4,overcast clouds
566,Lodwar,KE,3.1191,35.5973,80.62,48,100,21.43,overcast clouds
567,Bilma,NE,18.6853,12.9164,95.11,10,25,8.77,scattered clouds
568,Umm Lajj,SA,25.0213,37.2685,90.14,61,100,8.84,overcast clouds
569,Can Tho,VN,10.0333,105.7833,71.58,100,40,1.14,scattered clouds
570,Rosario Oeste,BR,-14.8361,-56.4275,71.67,31,0,4.32,clear sky
571,Adrar,MR,20.5022,-10.0711,96.85,27,1,11.83,clear sky
572,Darab,IR,28.7519,54.5444,88.25,16,5,10.27,clear sky
573,Frascati,IT,41.8163,12.6687,79.2,70,0,3.44,clear sky
574,Kpandu,GH,6.9954,0.2931,75.96,79,100,6.53,overcast clouds
575,Haikou,CN,20.0458,110.3417,78.93,100,40,0.0,scattered clouds
576,Sola,VU,-13.8833,167.55,77.67,73,100,9.22,overcast clouds
577,Bloemfontein,ZA,-29.1211,26.214,42.28,61,65,2.3,broken clouds
578,Curuguaty,PY,-24.4694,-55.6945,58.84,70,2,4.85,clear sky
579,Ippy,CF,6.2679,21.2247,69.8,97,100,2.73,light rain
580,Longview,US,32.5007,-94.7405,98.85,37,65,6.44,broken clouds
581,Sept-Iles,CA,50.2001,-66.3821,66.72,84,75,9.22,broken clouds
582,Maceio,BR,-9.6658,-35.7353,76.44,88,0,8.05,clear sky
583,La Peca,PE,-5.6111,-78.435,77.13,64,69,4.59,light rain
584,Kondinskoye,RU,59.6481,67.41,61.93,97,100,8.1,overcast clouds
585,Moron,AR,-34.6534,-58.6198,62.49,61,0,7.05,clear sky
586,Shenkursk,RU,62.1091,42.896,62.02,64,100,10.22,overcast clouds
587,Ostersund,SE,63.1792,14.6357,54.05,100,75,3.44,drizzle
588,Anchorage,US,61.2181,-149.9003,65.28,77,100,5.01,overcast clouds
589,Endwell,US,42.1129,-76.021,81.59,47,5,5.99,clear sky
590,Kamenka,RU,51.3223,42.7678,68.29,75,78,9.66,broken clouds
591,Villa Guerrero,MX,18.8667,-99.65,75.27,75,100,3.2,overcast clouds
592,Muroto,JP,33.2833,134.15,81.7,80,100,6.04,overcast clouds
593,Half Moon Bay,US,37.4636,-122.4286,82.42,64,0,11.5,clear sky
594,Havoysund,NO,70.9963,24.6622,52.03,94,100,35.88,light rain
595,Mitu,CO,1.1983,-70.1733,76.8,93,46,2.17,scattered clouds
596,Hommelvik,NO,63.4108,10.7942,53.56,94,75,4.61,broken clouds
597,Itarema,BR,-2.9248,-39.9167,77.65,82,90,15.79,overcast clouds
598,Ostrovnoy,RU,68.0531,39.5131,52.38,85,4,12.33,clear sky
599,Miandoab,IR,36.9694,46.1027,82.78,28,0,0.78,clear sky
600,Ulladulla,AU,-35.35,150.4667,57.11,70,100,5.46,overcast clouds
601,Guhagar,IN,17.4842,73.1929,78.76,87,66,18.97,broken clouds
602,Chumikan,RU,54.7183,135.315,54.86,96,100,5.35,overcast clouds
603,Bagotville,AU,-28.9833,153.4167,55.85,99,100,3.67,overcast clouds
604,San Jose,US,37.3394,-121.895,89.26,53,20,21.85,few clouds
605,Nimes,FR,43.8333,4.35,76.39,88,0,5.75,clear sky
606,Maragogi,BR,-9.0122,-35.2225,74.21,84,8,5.55,clear sky
607,Pucallpa,PE,-8.3791,-74.5539,86.04,54,40,4.61,scattered clouds
608,Kodinsk,RU,58.6881,99.1844,49.01,95,35,3.02,scattered clouds
609,Callaway,US,30.153,-85.5699,82.98,83,99,5.99,overcast clouds
610,Toora-Khem,RU,52.4675,96.11,50.11,86,93,1.34,overcast clouds
611,Gravdal,NO,68.1214,13.5031,49.89,81,75,11.5,light rain
612,Damara,CF,4.9608,18.7035,71.02,96,100,5.19,overcast clouds
613,Correntina,BR,-13.3433,-44.6367,78.67,30,13,4.81,few clouds
614,Clarence Town,AU,-32.5833,151.7833,56.8,79,100,1.61,overcast clouds
615,Carndonagh,IE,55.25,-7.2667,55.42,96,1,0.89,clear sky
616,Altay,CN,47.8667,88.1167,64.85,40,5,6.15,clear sky
617,Boshnyakovo,RU,49.6333,142.1667,62.29,87,99,2.91,overcast clouds
618,Manokwari,ID,-0.8667,134.0833,78.57,74,39,2.51,scattered clouds
619,Tebingtinggi,ID,3.3285,99.1625,74.62,95,76,3.44,moderate rain
620,Mbini,GQ,1.574,9.6134,75.94,86,100,6.04,overcast clouds
621,Aksu,CN,41.1231,80.2644,81.32,36,98,8.79,overcast clouds
622,San Juan,AR,-31.5375,-68.5364,60.46,29,71,5.19,broken clouds
623,Bareli,IN,28.35,79.4167,81.21,71,4,6.24,clear sky
624,Urumqi,CN,43.801,87.6005,72.55,57,0,4.47,clear sky
625,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.1,38,5,2.86,clear sky
626,Lishu,CN,43.3047,124.3278,64.51,86,37,4.92,scattered clouds
627,Mayo,US,38.8876,-76.5119,89.46,51,72,3.0,broken clouds
628,Formosa Do Rio Preto,BR,-11.0483,-45.1931,80.37,19,6,3.49,clear sky
629,Okakarara,NA,-20.5833,17.4333,63.01,14,0,6.73,clear sky
630,Fort-Shevchenko,KZ,44.5086,50.263,85.32,39,42,10.11,scattered clouds
631,Port Lincoln,AU,-34.7333,135.8667,53.19,81,77,15.3,broken clouds
632,Grindavik,IS,63.8424,-22.4338,49.95,93,100,17.27,overcast clouds
633,Rypefjord,NO,70.6333,23.6667,50.47,93,75,35.68,shower rain
634,Kangaba,ML,11.9333,-8.4167,74.23,94,97,4.36,light rain
635,Valea Chioarului,RO,47.4333,23.4833,62.04,72,30,4.34,scattered clouds
636,La Asuncion,VE,11.0333,-63.8628,87.53,62,70,12.66,broken clouds
637,Bandarbeyla,SO,9.4942,50.8122,76.6,79,100,26.57,overcast clouds
638,Berdigestyakh,RU,62.0989,126.6992,61.83,80,36,2.42,scattered clouds
639,Tubuala,PA,9.5167,-79.0333,80.53,83,100,6.67,overcast clouds
640,Totness,SR,5.8833,-56.3167,79.81,82,27,7.45,scattered clouds
641,Nicoya,CR,10.1483,-85.452,78.31,89,99,1.61,overcast clouds
642,Ayagoz,KZ,47.9714,80.4392,61.36,61,84,5.19,broken clouds
643,Zyryanka,RU,65.75,150.85,69.08,56,99,3.11,overcast clouds
644,Bereda,ES,43.2686,-7.5406,63.14,95,2,0.94,clear sky
645,Casablanca,MA,33.5928,-7.6192,73.62,78,51,8.28,broken clouds
646,Kormilovka,RU,55.0026,74.1028,62.01,88,65,3.78,broken clouds
647,Quelimane,MZ,-17.8786,36.8883,69.75,88,0,3.44,clear sky
648,Onega,RU,63.9061,38.1404,60.08,92,86,13.04,overcast clouds
649,Poronaysk,RU,49.2167,143.1167,63.09,85,98,4.94,overcast clouds
650,Avera,US,33.194,-82.5271,81.55,54,99,6.02,overcast clouds
651,Davenda,RU,53.5556,119.317,54.79,96,100,1.95,light rain
652,Cap Malheureux,MU,-19.9842,57.6142,69.48,67,76,7.0,broken clouds
653,Makokou,GA,0.5738,12.8642,71.76,79,80,3.02,broken clouds
654,Sisophon,KH,13.5859,102.9737,75.81,88,100,3.83,light rain
655,Edd,ER,13.9297,41.6925,87.39,65,100,3.6,light rain
656,Khani,GE,41.9563,42.9566,65.77,90,17,2.24,few clouds
657,Dakar,SN,14.6937,-17.4441,83.28,78,20,6.91,few clouds
658,Taybad,IR,34.74,60.7756,73.31,25,0,26.93,clear sky
659,Talas,TR,38.6908,35.5538,70.47,46,0,4.61,clear sky
660,Oriximina,BR,-1.7656,-55.8661,86.05,44,77,2.46,broken clouds
661,Venice,US,27.0998,-82.4543,89.58,70,0,10.36,clear sky
662,Atoka,US,34.4001,-96.0169,96.82,25,0,9.89,clear sky
663,La Vista,US,41.1839,-96.0311,98.15,36,0,5.75,clear sky
664,Svetlyy,RU,54.675,20.1347,61.97,76,0,7.56,clear sky
665,Matay,EG,28.419,30.7792,85.21,27,0,6.76,clear sky
666,Tecoanapa,MX,16.5167,-98.75,84.49,64,99,8.37,overcast clouds
667,Sawtell,AU,-30.3833,153.1,57.22,82,100,4.61,light intensity shower rain
668,Labuan,MY,5.2767,115.2417,82.76,78,20,3.44,few clouds
669,Sheffield,GB,53.383,-1.4659,74.14,58,0,1.95,clear sky
670,Jishou,CN,28.3167,109.7167,78.46,81,94,2.57,overcast clouds
671,Loksa,EE,59.5764,25.7214,65.93,89,83,10.85,broken clouds
672,Saint Anthony,US,45.0205,-93.218,85.01,43,40,9.22,scattered clouds
673,Kupang,ID,-10.1667,123.5833,77.2,81,28,12.62,scattered clouds
674,Bani,DO,18.2833,-70.3333,87.24,65,3,14.72,clear sky
675,Agua Prieta,MX,31.3,-109.5667,88.38,34,66,3.18,broken clouds
676,Ola,RU,59.5833,151.2833,59.14,84,91,2.64,overcast clouds
677,Along,IN,28.1667,94.7667,74.82,98,60,1.01,broken clouds
678,Pilas,ES,37.3034,-6.301,78.28,66,0,6.93,clear sky
679,Mhango,TZ,-3.2833,32.85,69.98,49,78,9.44,broken clouds
